===== seg01 | Exhibit header and initial definitions | range s000001–s000049 | score=0.5 =====
Rationale: Introduces key pricing terms (Applicable Margin, Base Rate, Benchmark) and framework definitions necessary to interpret the pricing engine, but contains no actual rates, margins, or formula mechanics.
Summary: Introductory exhibit header, signatories, and the opening of definitions surrounding the term loan framework.
Tags: exhibit, header, definitions

⟦s000001⟧ EXHIBIT 4.
⟦s000002⟧ 1
⟦s000003⟧ Execution Version
⟦s000004⟧ TERM LOAN CREDIT AGREEMENT
⟦s000005⟧ Dated as of December 29, 2023
⟦s000006⟧ among
⟦s000007⟧ LANDS’ END, INC. , as the Borrower,
⟦s000008⟧ BLUE TORCH FINANCE LLC, as Administrative Agent and Collateral Agent,
⟦s000009⟧ and
⟦s000010⟧ The Lenders Party Hereto
⟦s000011⟧ |US-DOCS\146917602.
⟦s000012⟧ 19||
⟦s000013⟧ TABLE OF CONTENTS
⟦s000014⟧ Section: Page
⟦s000015⟧ ```markdown
| Article I Definitions and Accounting Terms | Column 2 | Column 3 |
⟦s000175⟧ “ Benchmark Replacement Adjustment ” means, with respect to any replacement of the then-current Benchmark with a Benchmark Replacement the spread adjustment, or method for calculating or determining such spread adjustment, (which may be a positive or negative value or zero) that has been selected by the Agent and the Borrower giving due consideration to (i) any selection or recommendation of a spread adjustment, or method for calculating or determining such spread adjustment, for the replacement of such Benchmark with the applicable Benchmark Replacement by the Relevant Governmental Body or (ii) any evolving or then-prevailing market convention for determining a spread adjustment, or method for calculating or determining such spread adjustment, for the replacement of such Benchmark with the applicable Benchmark Replacement for U.
⟦s000176⟧ S.
⟦s000177⟧ dollar-denominated syndicated credit facilities.
⟦s000178⟧ “ Benchmark Replacement Date ” means a date and time determined by the Agent, which date shall be no later than the earlier to occur of the following events with respect to the then-current Benchmark:
⟦s000179⟧ (a) in the case of clause (a) or (b) of the definition of Benchmark Transition Event, the later of (i) the date of the public statement or publication of information referenced therein and (ii) the date on which the administrator of such Benchmark (or the published component used in the calculation thereof) permanently or indefinitely ceases to provide all Available Tenors of such Benchmark (or such component thereof);
⟦s000180⟧ (b) in the case of clause (c) of the definition of “Benchmark Transition Event,” the first date on which such Benchmark (or the published component used in the calculation thereof) has been determined and announced by or on behalf of the administrator of such Benchmark (or such component thereof) or the regulatory supervisor for the administrator of such Benchmark (or such component thereof) to be non-representative or non-compliant with or non-aligned with the International Organization of Securities Commissions (IOSCO) Principles for Financial Benchmarks; provided that such non-representativeness, non-compliance or non-alignment will be determined by reference to the most recent statement or publication referenced in such clause (c) and even if any Available Tenor of such Benchmark (or such component thereof) continues to be provided on such date.
⟦s000181⟧ - 6 -
⟦s000182⟧ For the avoidance of doubt, the “Benchmark Replacement Date” will be deemed to have occurred in the case of clause (a) or (b) with respect to any Benchmark upon the occurrence of the applicable event or events set forth therein with respect to all then-current Available Tenors of such Benchmark (or the published component used in the calculation thereof).
⟦s000183⟧ “ Benchmark Transition Event ” means the occurrence of one or more of the following events with respect to the then-current Benchmark:
⟦s000184⟧ (a) a public statement or publication of information by or on behalf of the administrator of such Benchmark (or the published component used in the calculation thereof) announcing that such administrator has ceased or will cease to provide all Available Tenors of such Benchmark (or such component thereof), permanently or indefinitely, provided that, at the time of such statement or publication, there is no successor administrator that will continue to provide any Available Tenor of such Benchmark (or such component thereof);
⟦s000185⟧ (b) a public statement or publication of information by the regulatory supervisor for the administrator of such Benchmark (or the published component used in the calculation thereof), the Federal Reserve Board, the Federal Reserve Bank of New York, an insolvency official with jurisdiction over the administrator for such Benchmark (or such component), a resolution authority with jurisdiction over the administrator for such Benchmark (or such component) or a court or an entity with similar insolvency or resolution authority over the administrator for such Benchmark (or such component), which states that the administrator of such Benchmark (or such component) has ceased or will cease to provide all Available Tenors of such Benchmark (or such component thereof) permanently or indefinitely, provided that, at the time of such statement or publication, there is no successor administrator that will continue to provide any Available Tenor of such Benchmark (or such component thereof); or
⟦s000186⟧ (c) a public statement or publication of information by or on behalf of the administrator of such Benchmark (or the published component used in the calculation thereof) or the regulatory supervisor for the administrator of such Benchmark (or such component thereof) announcing that all Available Tenors of such Benchmark (or such component thereof) are not, or as of a specified future date will not be representative or in compliance with or aligned with the International Organization of Securities Commissions (IOSCO Principles for Financial Benchmarks).
⟦s000187⟧ For the avoidance of doubt, a “Benchmark Transition Event” will be deemed to have occurred with respect to any Benchmark if a public statement or publication of information set forth above has occurred with respect to each then-current Available Tenor of such Benchmark (or the published component used in the calculation thereof).
⟦s000188⟧ “ Benchmark Unavailability Period ” means the period (if any) (x) beginning at the time that a Benchmark Replacement Date has occurred if, at such time, no Benchmark Replacement has replaced the then-current Benchmark for all purposes hereunder and under any Loan Document in accordance with Section 2.
⟦s000189⟧ 14 and (y) ending at the time that a Benchmark Replacement has replaced the then-current Benchmark for all purposes hereunder and under any Loan Document in accordance with Section 2.
⟦s000190⟧ 14 .
⟦s000191⟧ “ Benefit Plan ” means any of (a) an “employee benefit plan” (as defined in ERISA) that is subject to Title I of ERISA, (b) a “plan” as defined in and subject to Section 4975 of the Code or (c) any Person whose assets include (for purposes of ERISA Section 3(42) or otherwise for purposes of Title I of ERISA or Section 4975 of the Code) the assets of any such “employee benefit plan” or “plan”.
⟦s000192⟧ - 7 -
⟦s000193⟧ “ Borrower ” has the meaning specified in the introductory paragraph hereto.
⟦s000194⟧ “ Borrower Materials ” has the meaning specified in Section 6.
⟦s000195⟧ 2 .
⟦s000196⟧ “ Borrowing ” means Loans of the same Type and currency, made, Converted or continued on the same date and, in the case of SOFR Loans, as to which a single Interest Period is in effect.
⟦s000197⟧ “ Borrowing Base ” has the meaning specified in the ABL Credit Agreement.
⟦s000198⟧ “ Business Day ” means any day other than a Saturday, Sunday or other day on which commercial banks are authorized to close under the Laws of, or are in fact closed in, the City of New York; provided, however, that, when used in connection with a SOFR Loan relating to any interest rate setting, fundings, disbursements, settlements or payments, the term “Business Day” shall mean a U.
⟦s000199⟧ S.

===== seg05 | Pricing mechanics continued and initial reference points | range s000200–s000249 | score=0.5 =====
Rationale: Provides definitions and benchmark-transition guidance relevant to pricing interpretation (SOFR, Benchmark Replacement) but does not present actual rates, margins, or leverage tier logic.
Summary: Continued definitions related to pricing benchmarks and reference rates; precedents for benchmark transition.
Tags: Benchmark Replacement, Daily Simple SOFR, Benchmark Transition Event

⟦s000200⟧ Government Securities Business Day.
⟦s000201⟧ “ Capital Expenditures ” means, with respect to any Person for any period, all expenditures made (whether made in the form of cash or other property) or costs incurred for the acquisition or improvement of fixed or capital assets of such Person (excluding normal replacements and maintenance which are properly charged to current operations), in each case that are (or should be) set forth as capital expenditures in a Consolidated statement of cash flows of such Person for such period, in each case prepared in accordance with GAAP.
⟦s000202⟧ “ Capital Lease Obligations ” means, with respect to any Person for any period, the obligations of such Person to pay rent or other amounts under any lease of (or other arrangement conveying the right to use) real or personal property, or a combination thereof, which obligations are required to be classified and accounted for as liabilities on a balance sheet of such Person under GAAP and the amount of which obligations shall be the capitalized amount thereof determined in accordance with GAAP.
⟦s000203⟧ Notwithstanding the foregoing, with respect to the accounting for leases as either operating leases or capital leases and the impact of such accounting in accordance with FASB ASC 842, GAAP as in effect on December 31, 2018 shall be applied.
⟦s000204⟧ “ Casualty Event ” means any event that gives rise to the receipt by the Borrower or any of its Restricted Subsidiaries of any insurance proceeds or condemnation awards in respect of any Term Priority Collateral.
⟦s000205⟧ “ CERCLA ” means the Comprehensive Environmental Response, Compensation, and Liability Act, 42 U.
⟦s000206⟧ S.
⟦s000207⟧ C.
⟦s000208⟧ § 9601 et seq.
⟦s000209⟧ “ CERCLIS ” means the Comprehensive Environmental Response, Compensation, and Liability Information System maintained by the United States Environmental Protection Agency.
⟦s000210⟧ “ CFC ” means any Subsidiary that is a “controlled foreign corporation” as defined in Section 957 of the Code.
⟦s000211⟧ “ Change in Law ” means the occurrence, after the date of this Agreement, of any of the following: (a) the adoption or taking effect of any law, rule, regulation or treaty, (b) any change in any law, rule, regulation or treaty or in the administration, interpretation, implementation or application thereof by any Governmental Authority or (c) the making or issuance of any request, rule, guideline or directive (whether or not having the force of law) by any Governmental Authority; provided that notwithstanding anything herein to the contrary, (x) the Dodd-Frank Wall Street Reform and Consumer Protection Act and all requests, rules, guidelines or directives thereunder or issued in connection therewith and (y) all requests,
⟦s000212⟧ - 8 -
⟦s000213⟧ rules, guidelines or directives promulgated by the Bank for International Settlements, the Basel Committee on Banking Supervision (or any successor or similar authority) or the United States or foreign regulatory authorities, in each case pursuant to Basel III, shall in each case be deemed to be a “Change in Law,” regardless of the date enacted, adopted or issued.
⟦s000214⟧ “ Change of Control ” means an event or series of events by which:
⟦s000215⟧ (a) any “person” or “group” (as such terms are used in Sections 13(d) and 14(d) of the Securities Exchange Act of 1934, but excluding any employee benefit plan of such person or its subsidiaries, and any person or entity acting in its capacity as trustee, agent or other fiduciary or administrator of any such plan) other than a Permitted Holder becomes the “beneficial owner” (as defined in Rules 13d-3 and 13d-5 under the Securities Exchange Act of 1934, except that a person or group shall be deemed to have “beneficial ownership” of all securities that such person or group has the right to acquire to the extent such right is exercisable immediately or prior to the Maturity Date (such right, an “ option right ”)), directly or indirectly, of both (i) 35% or more of the Equity Interests of the Borrower entitled to vote for members of the board of directors or equivalent governing body of the Borrower on a fully-diluted basis (and taking into account all such Equity Interests that such “person” or “group” has the right to acquire pursuant to any option right), and (ii) a greater percentage of such Equity Interests than are held by the Permitted Holders in the aggregate; or
⟦s000216⟧ (b) during any period of 12 consecutive months, a majority of the members of the board of directors or other equivalent governing body of the Borrower cease to be composed of individuals (i) who were members of that board or equivalent governing body on the first day of such period, (ii) whose election or nomination to that board or equivalent governing body was approved by individuals referred to in clause (i) above constituting at the time of such election or nomination at least a majority of that board or equivalent governing body or by a Permitted Holder or (iii) whose election or nomination to that board or other equivalent governing body was approved by individuals referred to in clauses (i) and (ii) above constituting at the time of such election or nomination at least a majority of that board or equivalent governing body or by a Permitted Holder; or
⟦s000217⟧ (c) any “change in control” or similar event as defined in the ABL Facility or any document governing Material Indebtedness of any Loan Party; or
⟦s000218⟧ (d) other than in the case of any Permitted Disposition or transaction permitted by Section 7.
⟦s000219⟧ 4 , the Borrower fails at any time to own, directly or indirectly, 100% of the Equity Interests of the other Loan Parties.
⟦s000220⟧ “ Closing Date ” means the first date all the conditions precedent in Section 4.
⟦s000221⟧ 1 are satisfied or waived in accordance with Section 10.
⟦s000222⟧ 1 .
⟦s000223⟧ “ Code ” means the Internal Revenue Code of 1986, and the regulations promulgated thereunder, as amended and in effect.
⟦s000224⟧ “ Collateral ” means any and all Mortgaged Property and “Collateral” as defined in any applicable Security Document and all other property that is or is intended under the terms of the Security Documents to be subject to Liens in favor of the Agent.
⟦s000225⟧ “ Commitments ” means a Term Loan Commitment.
⟦s000226⟧ - 9 -
⟦s000227⟧ “ Committed Loan Notice ” means a notice of (a) a Borrowing, (b) a Conversion of Loans from one Type to the other, or (c) a continuation of SOFR Loans, pursuant to Section 2.
⟦s000228⟧ 2(b) , which, if initially given in writing or when confirmed in writing after telephonic notice has been given, shall be substantially in the form of Exhibit A .
⟦s000229⟧ “ Commodity Exchange Act ” means the Commodity Exchange Act (7 U.
⟦s000230⟧ S.
⟦s000231⟧ C.
⟦s000232⟧ § 1 et seq.
⟦s000233⟧ ), as amended from time to time, and any successor statute.
⟦s000234⟧ “ Compliance Certificate ” means a certificate substantially in the form of Exhibit D .
⟦s000235⟧ “ Conforming Changes ” means, with respect to either the use or administration of Term SOFR or the use, administration, adoption or implementation of any Benchmark Replacement, any technical, administrative or operational changes (including changes to the definition of “Base Rate”, the definition of “Business Day”, the definition of “U.
